year,species_code,comp_type,length,ae,ae_al,al,base
2015,21720,total,540,9.01236693684395,7.8687393052038,5.625760455176614,8.65898604977614
2015,21720,total,550,9.720396775014537,9.249411879099446,5.636935077282323,7.810963604430019
2015,21720,total,560,5.840035820889018,5.135173081009156,4.487800957432422,7.9450452743596225
2015,21720,total,570,7.287570039410677,6.7704813964775985,6.287167064065839,9.467843416109586
2015,21720,total,580,9.55414518523157,8.287829432373421,5.521090067499622,7.879667127586497
2015,21720,total,590,4.457892074790152,4.672335994977053,3.6105470094804217,6.757097134126122
2015,21720,total,600,3.405202843312654,3.4156597404759754,4.3839182727595025,6.195169697634692
2015,21720,total,610,5.9328425484019816,4.840407841948357,3.4757125803697813,5.3156377274903495
2015,21720,total,620,7.943782378010665,6.7320392212180815,3.3967309110498434,5.016794383577275
2015,21720,total,630,7.399861093446073,5.977076595925424,3.339015332404461,5.3688685310816
2015,21720,total,640,7.616392360012456,5.464806154796505,2.58845898426502,4.6734505537836535
2015,21720,total,650,11.515057551752536,9.652529426017006,5.302234900101834,9.126019616827795
2015,21720,total,660,10.312185847915499,6.809567561570913,3.3264020803972665,6.499141917234032
2015,21720,total,670,5.492830658915192,5.553439725002576,2.4639796638966325,3.9467991793511983
2015,21720,total,680,4.61894026215651,4.073860229590742,3.033092350837033,4.646458366855584
2015,21720,total,690,2.889832798777164,2.36834317119344,1.1728367195946563,1.7010226583583605
2015,21720,total,700,1.2578065003504977,1.3454070046338342,1.832407602952235,2.7650628575996867
2015,21720,total,710,3.590651787423619,3.2323953144450637,1.5149700860358493,2.1974172462297217
2015,21720,total,720,3.2306077350482942,3.123383368198139,1.7866843090244524,2.0306972640857053
2015,21720,total,730,2.794524753786701,2.178495416879581,2.8107704122582806,4.441154297432497
2015,21720,total,740,2.7103579235491333,2.4237143068086233,1.3530017289201248,1.8295088474459844
2015,21720,total,750,5.165266328243306,3.451616885935708,2.326264818779639,4.8160550511153435
2015,21720,total,770,2.57043617581964,2.2958041270482683,1.9439521961969148,2.8534302936673797
2015,21720,total,790,2.222934287425334,2.2117056554502144,1.1522953354757368,1.595165537686044
2015,21720,total,800,1.6766485598975134,1.4543755195587342,0.7888501081682714,1.0638720875095555
2015,21720,total,810,2.121622777274866,2.004221014008051,1.147990287311323,1.2174449279069304
2015,21720,total,830,2.16789864993957,2.450201523744483,1.1786987361810843,1.2447240498594965
2015,21720,total,840,2.38879077084054,2.2543376173541527,1.5446983960733338,1.8130628971535752
2015,21720,total,880,2.071647801253563,1.85425232819703,1.4199086064396382,1.622576474241156
2017,21720,total,300,2.6925857834565874,2.4741989583256294,2.0100996093427748,2.5078056226097405
2017,21720,total,390,1.6096828769606164,1.6117708810295768,1.9955618584336094,2.2673073966007036
2017,21720,total,430,1.7329066520266592,1.4195024935033131,1.0260372907467807,1.2991947047649979
2017,21720,total,440,2.0603324383504216,1.7831860797109453,1.344362873624132,1.6109860551736308
2017,21720,total,450,1.4014519887189112,1.2471576285685324,0.8482420245571674,1.080642229807099
2017,21720,total,460,2.60285798845614,2.297760857739113,1.3460455182955158,1.860862469823894
2017,21720,total,470,6.371775111370044,4.796995440368536,2.8827861033674345,4.387261997748732
2017,21720,total,480,2.8627677823987567,2.4546496934294266,1.9854163108662684,2.9558438241310934
2017,21720,total,490,1.8863035355586788,1.5824818598490276,1.362382150007311,1.902932129056096
2017,21720,total,500,4.225266230316557,3.4404668035202155,2.1601662652391758,3.121498284588022
2017,21720,total,510,5.974900150471542,4.410730825225561,2.814667993426461,4.9770112405960765
2017,21720,total,520,6.836125405509462,6.109157684600551,5.032631911751048,7.920661620356231
2017,21720,total,530,4.989309873687297,4.1857373620071305,3.069657095541627,5.302468911420703
2017,21720,total,540,4.620880531720155,4.323549413115355,4.292800932910615,7.198721519773273
2017,21720,total,550,6.410841498658329,5.200033657691171,4.512782992843394,7.683566309743228
2017,21720,total,560,4.96081482858498,4.3989736148827205,3.3465398639598383,4.956007971670439
2017,21720,total,570,4.871721715471272,4.007596555308726,3.1187656130075543,4.762446476932959
2017,21720,total,580,8.294215954974188,7.802376401472801,6.996429497422546,11.499202732081097
2017,21720,total,590,8.796726718372664,8.174665933465825,4.509476839791189,7.462617114878349
2017,21720,total,600,1.6547440595877148,1.5542736049279682,3.9626520529895615,5.788769907762962
2017,21720,total,610,9.162386253180419,7.4943148848791985,3.5687268887710553,6.522513974192645
2017,21720,total,620,5.005949362454032,4.488605484290199,2.935139457389471,5.039065740276862
2017,21720,total,640,1.9804534102857414,1.9371843886705828,1.513514149275531,1.702980387402994
2017,21720,total,650,3.7174862812762712,3.7501493844906975,1.6113756690806487,1.962365420680378
2017,21720,total,670,2.1453447471959146,2.4485064692103458,1.4553993511534051,1.6236663103964104
2017,21720,total,690,1.6513235385245173,1.3819817908021694,0.9590191462606648,1.2286024203081114
2017,21720,total,710,2.30183607965283,2.263897951323249,1.0601088221572468,1.6045247403153664
2017,21720,total,730,1.8675449614814787,1.857376302591178,1.594945091243506,1.933469941179521
2017,21720,total,750,1.826233339815814,1.928709940612562,1.1591113620861278,1.2333701969304312
2017,21720,total,770,1.8009360233037344,1.7609001524324674,1.191253293070422,1.2572437595089174
2017,21720,total,820,2.055363261300059,2.0701364927162422,1.2128409439927594,1.3240205811452483
2017,21720,total,830,2.6090336762169346,2.7014210105586587,1.5348374502162214,1.8145768753657692
2017,21720,total,860,1.8760471135193892,2.2927681223798024,1.2326789619692213,1.2822614400288206
2019,21720,total,250,3.4256029918398743,2.8089421521096707,2.598769879655779,3.432794642352808
2019,21720,total,260,3.838742302451805,2.997679071941032,2.4286731461314375,3.3010378488345675
2019,21720,total,270,4.36188033994253,3.6033787082326083,2.6628297625215005,3.4317355538926892
2019,21720,total,280,1.4865328184104039,1.3857671189571725,3.899180738282835,6.401683311419923
2019,21720,total,290,4.557633808948829,3.239683699130192,2.4392448063371757,3.4105444687863153
2019,21720,total,300,5.228882797208773,3.794787929700231,3.487584306125086,5.390357718717626
2019,21720,total,310,1.5769767059831896,1.5283619578017051,1.3837740112261738,1.481674987128269
2019,21720,total,390,1.7737745523991058,1.4725626195502657,1.4439545805205216,1.7772208537573488
2019,21720,total,400,2.074923960802566,1.91219155672044,2.260950883552885,2.880319295880749
2019,21720,total,410,3.580719415390892,2.9997836255057533,3.354927629036554,4.57424416894634
2019,21720,total,420,5.754984729815901,4.9389748695467794,2.763352206681524,4.089167983790942
2019,21720,total,430,7.270652096411731,6.621603178522437,6.189372660757952,9.325869606736175
2019,21720,total,440,5.3671178207953805,4.791220427337018,6.319380196126964,9.510524322665296
2019,21720,total,450,9.814835396692978,8.569843638044896,6.284817180532355,9.400826806989697
2019,21720,total,460,7.682796876660033,5.719193324986392,3.8513310264490395,6.27023007107721
2019,21720,total,470,7.644221214096189,6.080698360648052,4.493763278108057,7.2094126759366715
2019,21720,total,480,8.132806179431876,5.508022632701281,3.9029080111536087,6.472826508026564
2019,21720,total,490,2.059309048571848,1.6168981597873704,2.249347324876441,3.5652278092536447
2019,21720,total,500,0.9715045819338572,0.9910159524204183,3.7197806074152435,4.940540255423257
2019,21720,total,510,1.7913622855239748,1.767316044856228,4.909465809765944,6.915489162338877
2019,21720,total,530,4.754591413247461,4.185634338138173,3.101228868308462,4.799673113500829
2019,21720,total,540,1.2770281968329804,1.2568938926023858,2.8501083088429398,3.7844612258672483
2019,21720,total,550,9.062270193755467,6.631863930281426,3.8798434193323748,6.096086178647458
2019,21720,total,560,3.715267510636074,3.367905171147832,5.054936004228943,7.8245297907571345
2019,21720,total,570,1.0337028319863877,0.9799541110627572,4.371404571911553,6.033209126395199
2019,21720,total,580,3.5020586474038495,2.287895204157964,1.4176357076820143,2.7258191432925036
2019,21720,total,590,3.7429069818521334,2.6177613180173496,1.7590942473164437,2.9621767033285913
2019,21720,total,600,4.597191607700467,2.7287599235417126,1.5256331319122465,2.857758232625329
2019,21720,total,610,10.764257075944846,9.910503508134743,4.6888926458808,8.079826481375044
2019,21720,total,620,1.4664175135107842,1.4504857429766111,0.8360134209635061,1.1385571043637874
2019,21720,total,630,6.827429668573909,3.8864486375038627,2.116340182836851,4.585472192679548
2019,21720,total,640,3.5505883942135488,2.4240850970410994,1.4577761942950394,2.4516418215919225
2019,21720,total,650,5.975198252519967,4.48915635310429,2.4341890456534996,4.169705402725469
2019,21720,total,660,2.14789917121108,1.658544921943765,1.500849680542515,2.185351742865347
2019,21720,total,670,2.8643503204359093,2.27961232610559,1.025343574448887,1.603159089992673
2019,21720,total,680,1.5135835897919596,1.4849424237484687,0.8266342234343217,1.0301592654628373
2019,21720,total,690,2.1723858583510163,2.0332517234681475,0.9041473001059639,1.243378106653043
2019,21720,total,700,1.4521386092527273,1.5746208024906017,0.7977335805956111,0.9717354273273083
2019,21720,total,710,2.9579774233355476,2.415233471633293,1.1097937273230454,1.8167419513482794
2019,21720,total,720,1.2206724499952895,1.1559308511707644,1.7657153039862357,2.2714743160730277
2019,21720,total,730,1.584750228535176,1.7521586759350352,0.9685868650913013,1.2857860516958226
2019,21720,total,750,2.407623631428924,2.280434644459714,1.4690013248611844,1.6115412411533987
2019,21720,total,780,2.0016240297424726,2.310317420234529,1.2003869908949742,1.2630497907151987
2019,21720,total,790,2.570113909186331,2.624925421884397,1.4925220761318871,1.5522668921334002
2019,21720,total,820,2.0074015752044105,2.319161764613274,1.1389743834945456,1.2236268387086027
2021,21720,total,270,2.980289840178165,2.260250080542583,1.942600367789617,2.6207759275867493
2021,21720,total,280,2.647860401983972,2.4066458201888348,1.805830876023758,2.2658536666980527
2021,21720,total,290,2.535329134403495,2.202892266675,1.7695516779039886,2.3157987114288994
2021,21720,total,300,7.123290082543115,5.199931484865194,4.246056883827821,6.134296184375697
2021,21720,total,310,2.2003855576324334,1.8070422748512631,1.511822983272992,1.811944164861735
2021,21720,total,320,1.8247950375874682,1.627561959561919,1.380861260451545,1.4521464621096463
2021,21720,total,380,2.43706542830175,2.1393786588175017,1.5522286658238682,2.0021765115604278
2021,21720,total,400,1.7193760989477211,1.7955206051711905,1.360897650425033,1.509966976398883
2021,21720,total,420,1.641664238956626,1.6161228495842266,1.819078324777139,2.0932428155619127
2021,21720,total,430,2.9452508892030713,2.620027765168162,1.6583642317548726,2.6595182435128915
2021,21720,total,440,1.2932969892514212,1.2340496546505992,2.598082431456496,3.776595040332751
2021,21720,total,450,1.5243664944802244,1.326233831951135,2.578565178692381,4.190190783138943
2021,21720,total,470,4.07567071257919,3.574719976625296,2.378196783332435,3.2970401247352634
2021,21720,total,480,5.771934538270903,4.534398314980316,2.883859225737555,4.923348811018978
2021,21720,total,490,6.424813099976458,5.303435802140609,3.277710966380825,4.62101021385634
2021,21720,total,500,2.1206425745645197,2.0368310152803484,3.3750508606601373,4.99114871344975
2021,21720,total,510,4.296467586564193,3.92011673431737,4.703615567039068,7.272087433106876
2021,21720,total,520,7.831493750619998,7.320777477553731,6.556713996739659,9.415172300954653
2021,21720,total,530,11.059575931935614,9.39657098453335,7.145422804068836,12.430723202970297
2021,21720,total,540,9.097297665084907,6.373503118964962,4.217635691927538,7.433752471633556
2021,21720,total,550,6.391707123489425,6.170892008523974,8.55731718614477,13.625515079632358
2021,21720,total,560,15.994651459098552,12.648911668338908,7.269822035593621,10.99207556823424
2021,21720,total,570,6.540663373863249,6.223102044772429,6.6053082546895245,9.996510443609008
2021,21720,total,580,17.73430296435918,13.89974050817057,8.449435374012234,12.362602926319932
2021,21720,total,590,6.418048015899757,5.411145702185618,7.110083864353485,11.94560491819176
2021,21720,total,600,12.656815393893753,11.996531477039689,8.474932297784335,12.866364765045823
2021,21720,total,610,11.113013689110096,9.544793386892424,7.825681822349994,13.297567752831789
2021,21720,total,620,6.551152998379795,6.30474725369217,7.771269412439678,12.378648198584683
2021,21720,total,630,7.429349671246678,6.861511676901052,4.995564179469042,7.55194406943218
2021,21720,total,640,9.028289901237367,6.100808995004509,3.251058139982464,5.503580284984471
2021,21720,total,650,6.282224941400931,4.107243893398873,3.044291950680442,5.637424595428184
2021,21720,total,660,6.664302820183201,5.591786830518925,2.3209942938784556,3.8063017734081583
2021,21720,total,670,5.14761052280491,3.471911755969693,2.1643978127715986,3.7928674058503504
2021,21720,total,680,3.932790573705881,3.184778871527701,1.8425093553455625,2.8364212873970276
2021,21720,total,690,6.017690478300356,4.161148356715449,1.8639060168664041,3.316758665860652
2021,21720,total,700,4.748213941678409,3.5855373908744,1.6228323149939283,2.3827752380929272
2021,21720,total,710,1.9286039789671414,1.4836433226601553,1.01456392508748,1.4006820417404067
2021,21720,total,720,2.0722097433221984,1.7690832880786032,0.9092335988144242,1.3290079487512065
2021,21720,total,730,1.739269593233747,1.9540695395498358,1.180015493583182,1.2637350093191335
2021,21720,total,740,2.4303600122212603,2.3788802028405076,1.3963424470989994,1.6738265979902258
2021,21720,total,750,1.4744911723768943,1.7548343660055228,0.8637683493109127,1.0497730289584646
2021,21720,total,760,1.731111656199303,1.422371620337643,0.6643210432902525,0.9415150585292915
2021,21720,total,770,1.6185762325764488,1.6279012997967264,0.8894528169654139,1.3128696917094236
2021,21720,total,800,1.8240778724635407,1.953557251112548,1.1952517957277147,1.2445413596610455
2021,21720,total,820,2.1938138685458557,2.22295081540155,1.3672425236455532,1.578683503079202
2021,21720,total,840,1.7296392452468436,1.7255110364317883,1.3670516740567942,1.4951430616343488
2021,21720,total,880,2.018434046276946,1.7747469832340599,0.7716695452949198,1.049803025593235
